Location,Property_Type,Sqft,BHK,Age,Metro_Dist,Amenities_Score,ROI_Pct,Demand_Index,Price
Pratap Nagar,Penthouse,4719,5,11,1.31,7,4.28,96,28110000.0
Shyam Nagar,Residential Plot,3217,0,5,4.6,2,6.97,91,25460000.0
Raja Park,Apartment/Flat,1902,1,11,8.1,7,6.54,58,22750000.0
C-Scheme,Residential Plot,1480,0,2,3.13,1,12.58,85,26040000.0
Civil Lines,Apartment/Flat,1847,1,5,7.0,7,9.49,41,25550000.0
Pratap Nagar,Independent Villa,4424,5,18,11.09,5,8.26,48,23140000.0
Jagatpura,Penthouse,4485,5,6,11.65,7,4.14,41,30360000.0
Raja Park,Builder Floor,1228,3,10,4.33,3,4.41,98,15300000.0
Sitapura,Builder Floor,733,2,15,11.28,6,8.21,81,2110000.0
Pratap Nagar,Apartment/Flat,559,2,1,6.9,3,6.78,58,2950000.0
Vaishali Nagar,Penthouse,3299,5,12,2.77,8,8.48,72,32870000.0
Ajmer Road,Apartment/Flat,2330,3,10,7.79,3,7.42,80,13750000.0
Tonk Road,Builder Floor,1664,3,10,8.65,5,7.7,93,11130000.0
Sitapura,Builder Floor,2401,2,0,8.87,6,9.46,36,9630000.0
Civil Lines,Independent Villa,3984,4,6,0.37,8,5.13,86,54880000.0
C-Scheme,Residential Plot,3751,0,6,3.96,3,7.41,71,59230000.0
Shyam Nagar,Penthouse,5909,4,3,10.68,8,9.55,90,49210000.0
Vaishali Nagar,Residential Plot,2121,0,15,0.91,3,12.08,83,16000000.0
Raja Park,Builder Floor,1913,1,3,7.92,4,4.56,96,24360000.0
Ajmer Road,Apartment/Flat,1349,3,3,4.17,4,7.64,37,9000000.0
Ajmer Road,Residential Plot,3786,0,9,1.01,2,14.33,48,18930000.0
Jagatpura,Penthouse,3935,4,17,10.55,8,3.52,63,24560000.0
Vaishali Nagar,Penthouse,4970,5,8,9.87,7,4.57,36,41540000.0
Pratap Nagar,Independent Villa,4105,4,19,11.41,6,6.08,73,20340000.0
Raja Park,Penthouse,4765,4,6,8.11,10,9.46,61,54770000.0
Shyam Nagar,Residential Plot,1363,0,1,8.76,2,7.12,78,10710000.0
Jagatpura,Penthouse,3027,4,11,11.29,9,7.54,70,17810000.0
C-Scheme,Apartment/Flat,1532,3,6,8.87,5,4.04,58,24340000.0
Vaishali Nagar,Penthouse,3040,4,11,6.26,7,4.61,65,28190000.0
Shyam Nagar,Independent Villa,4927,5,13,9.43,9,7.31,38,47900000.0
Malviya Nagar,Builder Floor,1427,3,9,10.75,6,7.1,54,14360000.0
Bapu Nagar,Residential Plot,928,0,2,11.2,2,7.74,74,10550000.0
Mansarovar,Residential Plot,3626,0,10,0.76,2,6.94,96,25290000.0
Raja Park,Builder Floor,759,1,8,11.75,6,9.43,54,8020000.0
Tonk Road,Builder Floor,1499,2,5,2.19,4,6.16,79,11430000.0
Raja Park,Independent Villa,2814,3,11,9.22,5,4.11,67,31570000.0
Pratap Nagar,Builder Floor,917,2,8,3.38,5,7.55,39,5720000.0
Civil Lines,Apartment/Flat,1265,3,1,8.13,3,4.63,37,17470000.0
Kalwar Road,Residential Plot,2728,0,10,5.54,2,7.78,58,8840000.0
Mansarovar,Penthouse,3579,5,12,9.7,7,7.88,93,27300000.0
Raja Park,Penthouse,4305,4,18,5.7,8,4.19,75,48180000.0
Bapu Nagar,Penthouse,5869,5,19,3.55,8,4.42,66,73930000.0
Pratap Nagar,Residential Plot,4096,0,7,11.1,2,10.89,77,16490000.0
Sitapura,Penthouse,4153,4,3,0.12,7,8.74,81,17490000.0
Sitapura,Builder Floor,1892,1,1,8.99,3,7.52,82,6380000.0
Civil Lines,Independent Villa,3356,5,5,2.17,5,4.86,52,48410000.0
Shyam Nagar,Residential Plot,2232,0,7,9.13,3,10.26,87,17990000.0
Raja Park,Builder Floor,1295,3,0,11.06,3,7.29,70,15850000.0
Sitapura,Builder Floor,1871,1,18,11.26,7,6.95,81,5900000.0
Civil Lines,Independent Villa,4454,4,2,4.11,8,6.0,55,61120000.0
Kalwar Road,Builder Floor,1337,3,6,9.44,7,9.69,76,6590000.0
Malviya Nagar,Builder Floor,2369,2,9,2.58,7,6.76,56,22790000.0
Pratap Nagar,Penthouse,3565,4,10,10.37,7,5.17,92,20170000.0
Raja Park,Residential Plot,3575,0,9,0.84,2,6.92,95,37120000.0
Raja Park,Independent Villa,2947,5,19,2.72,6,3.55,94,35900000.0
Tonk Road,Residential Plot,3701,0,10,4.65,2,7.38,49,23550000.0
Ajmer Road,Independent Villa,3745,3,11,10.17,9,6.13,93,23790000.0
Pratap Nagar,Builder Floor,1290,2,9,3.13,6,6.5,54,8060000.0
Vaishali Nagar,Builder Floor,1414,3,18,10.91,7,9.6,43,11650000.0
Shyam Nagar,Independent Villa,2406,4,4,8.34,5,9.65,39,22170000.0
Tonk Road,Independent Villa,2763,4,5,1.82,5,4.69,38,21950000.0
Pratap Nagar,Independent Villa,2503,3,12,8.79,6,5.95,70,12630000.0
Pratap Nagar,Independent Villa,1843,4,15,8.19,7,7.85,96,9260000.0
Raja Park,Penthouse,3418,4,6,2.3,10,3.85,68,39400000.0
Pratap Nagar,Independent Villa,2681,3,12,7.83,5,5.22,51,14180000.0
Bapu Nagar,Builder Floor,605,3,5,7.37,5,4.16,85,8640000.0
Kalwar Road,Independent Villa,3128,4,8,9.01,6,4.7,36,14290000.0
C-Scheme,Apartment/Flat,1873,1,18,2.53,8,4.53,50,31690000.0
Tonk Road,Independent Villa,3401,5,15,6.81,7,6.38,62,27070000.0
Kalwar Road,Penthouse,5410,4,12,0.91,9,8.94,40,24220000.0
Pratap Nagar,Penthouse,4122,4,13,6.77,10,7.77,73,21920000.0
Pratap Nagar,Apartment/Flat,1352,3,5,2.87,8,4.8,53,9630000.0
Tonk Road,Builder Floor,2055,1,14,5.72,4,7.77,89,13100000.0
Shyam Nagar,Penthouse,4504,5,7,7.38,7,7.86,79,42460000.0
Jagatpura,Builder Floor,1132,2,17,2.64,7,5.53,42,7020000.0
Civil Lines,Penthouse,5219,5,18,7.3,7,6.03,82,68530000.0
Tonk Road,Builder Floor,763,2,6,5.45,4,6.1,57,5760000.0
Kalwar Road,Penthouse,3903,5,4,5.16,9,8.66,51,19130000.0
Mansarovar,Builder Floor,1780,2,18,2.84,8,5.81,75,14280000.0
Kalwar Road,Apartment/Flat,2414,2,17,7.46,6,4.16,66,9720000.0
Tonk Road,Residential Plot,3623,0,2,4.97,2,8.49,41,25650000.0
Mansarovar,Penthouse,3961,4,18,0.73,7,5.7,70,30060000.0
Malviya Nagar,Independent Villa,2277,5,4,3.63,8,3.94,45,24980000.0
Shyam Nagar,Apartment/Flat,2148,3,12,1.58,8,5.05,35,20530000.0
Vaishali Nagar,Builder Floor,1258,2,5,3.6,3,6.85,88,11440000.0
Raja Park,Penthouse,3480,4,13,5.5,10,7.41,53,41680000.0
Jagatpura,Independent Villa,2451,4,18,4.53,6,5.84,91,15090000.0
Bapu Nagar,Residential Plot,1563,0,15,5.51,3,12.96,56,17150000.0
Ajmer Road,Builder Floor,1018,2,7,5.71,5,3.85,82,6230000.0
Vaishali Nagar,Apartment/Flat,1994,1,4,6.67,3,3.77,66,16640000.0
C-Scheme,Independent Villa,4704,3,16,10.16,8,5.11,71,74860000.0
Kalwar Road,Residential Plot,1782,0,6,3.84,3,12.15,99,6250000.0
Shyam Nagar,Builder Floor,1900,2,6,9.83,8,5.8,42,16380000.0
Kalwar Road,Independent Villa,4716,5,19,11.29,7,8.33,53,19060000.0
Raja Park,Builder Floor,2180,2,3,3.81,5,5.37,79,24750000.0
Jagatpura,Builder Floor,1506,3,4,2.81,4,8.71,87,10110000.0
Ajmer Road,Independent Villa,1805,3,9,11.4,9,9.48,65,11000000.0
C-Scheme,Independent Villa,3126,5,16,5.86,7,8.61,74,55260000.0
Civil Lines,Apartment/Flat,1946,2,12,5.75,5,4.57,52,24600000.0
Kalwar Road,Residential Plot,1744,0,11,7.03,3,8.34,96,5440000.0
Vaishali Nagar,Residential Plot,1828,0,4,0.65,2,9.6,56,14880000.0
Civil Lines,Independent Villa,3507,3,9,10.86,7,4.63,92,51310000.0
Civil Lines,Residential Plot,1310,0,8,3.39,1,7.12,83,16230000.0
Malviya Nagar,Builder Floor,575,1,9,8.18,7,7.22,97,6750000.0
Pratap Nagar,Apartment/Flat,827,2,14,3.79,6,5.98,95,4480000.0
Mansarovar,Builder Floor,854,1,3,3.77,7,4.8,81,7470000.0
Civil Lines,Penthouse,5318,4,15,7.48,7,5.69,69,72150000.0
Jagatpura,Penthouse,3403,4,7,4.44,7,6.01,66,21370000.0
Pratap Nagar,Builder Floor,797,3,0,11.82,7,8.71,82,5680000.0
Civil Lines,Independent Villa,4652,4,6,10.47,5,8.87,98,60050000.0
C-Scheme,Builder Floor,1447,3,7,8.13,6,7.22,43,25120000.0
Ajmer Road,Builder Floor,1672,1,9,1.78,4,4.18,60,9560000.0
Malviya Nagar,Independent Villa,2035,4,8,10.85,7,7.69,80,23320000.0
Sitapura,Apartment/Flat,502,1,12,1.3,7,8.55,86,2560000.0
C-Scheme,Residential Plot,1942,0,13,6.99,2,13.68,60,28580000.0
Bapu Nagar,Apartment/Flat,1588,2,18,1.43,6,6.67,47,19100000.0
Ajmer Road,Builder Floor,511,2,12,5.71,6,8.21,55,3330000.0
Raja Park,Penthouse,4110,5,5,10.45,7,4.16,85,51180000.0
Kalwar Road,Residential Plot,2914,0,16,7.91,1,12.24,77,9510000.0
Malviya Nagar,Builder Floor,707,3,18,8.19,3,7.4,86,6090000.0
Mansarovar,Penthouse,5485,4,9,10.69,8,9.55,67,43480000.0
Civil Lines,Penthouse,5090,5,1,10.19,8,7.31,91,66760000.0
Malviya Nagar,Builder Floor,1775,3,1,11.59,6,4.29,95,18100000.0
Tonk Road,Apartment/Flat,2292,3,3,2.22,4,8.1,80,18560000.0
Ajmer Road,Independent Villa,3033,5,18,6.68,8,3.56,52,17610000.0
Tonk Road,Residential Plot,4468,0,15,11.8,1,13.93,62,28390000.0
Shyam Nagar,Builder Floor,1720,3,4,4.78,4,7.72,49,16030000.0
Tonk Road,Apartment/Flat,2482,3,4,1.51,6,9.43,82,19180000.0
Ajmer Road,Builder Floor,1630,1,12,6.83,3,9.0,51,8430000.0
Vaishali Nagar,Residential Plot,2128,0,0,0.84,3,12.11,44,17360000.0
Pratap Nagar,Builder Floor,2119,3,15,8.1,3,3.76,40,9490000.0
Sitapura,Penthouse,4694,4,17,5.2,8,4.48,70,19200000.0
Malviya Nagar,Apartment/Flat,814,1,18,10.82,3,9.3,60,6520000.0
Shyam Nagar,Residential Plot,1029,0,16,8.98,1,7.21,60,6840000.0
Sitapura,Apartment/Flat,1390,2,4,11.53,3,6.05,43,5090000.0
C-Scheme,Independent Villa,4719,4,7,7.32,6,4.85,54,73290000.0
Kalwar Road,Builder Floor,1138,1,15,11.13,5,4.58,70,3400000.0
Malviya Nagar,Penthouse,3353,5,0,5.39,9,5.13,69,35480000.0
Pratap Nagar,Apartment/Flat,1068,3,9,2.98,4,4.18,82,6970000.0
Pratap Nagar,Residential Plot,1964,0,9,11.46,2,12.61,76,7230000.0
Ajmer Road,Builder Floor,1213,2,8,3.0,8,4.22,92,8110000.0
Mansarovar,Builder Floor,1849,1,3,0.66,6,8.34,63,15590000.0
Jagatpura,Apartment/Flat,1652,3,16,8.09,8,8.89,78,9840000.0
Tonk Road,Apartment/Flat,1036,2,17,2.21,6,6.51,69,7700000.0
Mansarovar,Residential Plot,2652,0,4,1.94,1,8.6,53,18700000.0
Vaishali Nagar,Independent Villa,2816,3,13,4.56,8,4.17,74,26800000.0
Sitapura,Apartment/Flat,2098,1,1,7.54,3,3.59,88,7400000.0
Pratap Nagar,Residential Plot,928,0,10,8.16,1,14.44,88,2390000.0
Vaishali Nagar,Builder Floor,526,2,0,8.93,7,4.53,48,5760000.0
Shyam Nagar,Builder Floor,873,2,9,2.14,7,9.28,57,9620000.0
Kalwar Road,Apartment/Flat,1120,2,11,2.33,5,9.29,50,5430000.0
Tonk Road,Apartment/Flat,2494,2,3,0.67,7,6.16,65,20200000.0
Jagatpura,Penthouse,4280,4,13,2.26,8,6.04,66,26960000.0
Malviya Nagar,Builder Floor,2156,3,8,1.7,6,5.25,37,21900000.0
Sitapura,Apartment/Flat,1281,1,16,1.9,7,4.52,92,5330000.0
Malviya Nagar,Builder Floor,634,3,14,8.86,6,8.31,69,6800000.0
Vaishali Nagar,Apartment/Flat,1397,3,7,9.98,5,5.4,75,12940000.0
Pratap Nagar,Residential Plot,1455,0,12,3.8,3,9.76,98,6840000.0
Sitapura,Builder Floor,1403,3,10,9.55,6,5.25,61,5510000.0
Tonk Road,Penthouse,3305,5,2,5.32,10,3.59,39,25810000.0
Ajmer Road,Independent Villa,2997,3,12,9.69,9,9.24,88,18540000.0
Shyam Nagar,Apartment/Flat,1908,2,14,0.21,3,9.04,67,16240000.0
Tonk Road,Builder Floor,2076,2,11,8.11,5,4.21,71,15410000.0
Bapu Nagar,Builder Floor,785,2,11,3.41,4,4.17,82,9840000.0
Malviya Nagar,Builder Floor,726,2,0,0.21,4,8.15,72,9630000.0
Ajmer Road,Builder Floor,1259,2,0,7.93,6,4.03,63,8280000.0
Tonk Road,Residential Plot,1550,0,5,6.33,1,9.12,53,9820000.0
Ajmer Road,Residential Plot,3158,0,17,8.19,1,8.71,88,14370000.0
Sitapura,Builder Floor,1947,2,19,0.35,5,5.95,53,6930000.0
Pratap Nagar,Independent Villa,4091,5,5,6.31,7,7.83,56,21730000.0
Tonk Road,Penthouse,3812,4,12,0.23,7,6.42,73,28880000.0
Tonk Road,Residential Plot,3976,0,15,4.54,1,10.4,76,23790000.0
Jagatpura,Penthouse,4107,5,3,10.54,9,8.21,95,25560000.0
Jagatpura,Residential Plot,3929,0,15,1.28,2,11.11,83,20610000.0
Tonk Road,Independent Villa,3542,4,15,5.2,6,6.25,40,26200000.0
Vaishali Nagar,Residential Plot,1898,0,11,4.54,2,14.17,48,14700000.0
Malviya Nagar,Residential Plot,921,0,5,1.65,1,6.73,72,8550000.0
Bapu Nagar,Independent Villa,2692,5,16,4.77,7,6.57,98,32400000.0
C-Scheme,Residential Plot,2850,0,1,2.14,1,9.47,71,45610000.0
Raja Park,Residential Plot,3608,0,7,6.37,3,9.13,98,37330000.0
Pratap Nagar,Residential Plot,1919,0,14,6.36,2,7.81,91,7900000.0
Sitapura,Residential Plot,2358,0,4,6.19,1,10.15,90,7490000.0
Jagatpura,Independent Villa,3106,5,3,7.62,6,9.48,79,19300000.0
Malviya Nagar,Penthouse,4507,5,11,5.68,10,6.21,66,49100000.0
Shyam Nagar,Builder Floor,2459,2,19,7.67,3,6.06,89,18910000.0
Tonk Road,Residential Plot,4285,0,15,4.76,2,9.95,94,26440000.0
Bapu Nagar,Penthouse,4251,5,8,1.49,8,9.11,93,57920000.0
Shyam Nagar,Independent Villa,1563,5,14,0.67,8,8.75,98,16740000.0
Mansarovar,Independent Villa,4434,5,0,10.79,7,4.47,91,32920000.0
Raja Park,Penthouse,3545,5,3,8.58,8,6.07,43,45040000.0
Sitapura,Independent Villa,4341,5,2,3.87,9,7.98,54,19870000.0
Pratap Nagar,Residential Plot,2230,0,4,2.54,3,10.66,96,10370000.0
Sitapura,Independent Villa,2701,4,16,8.42,8,4.5,62,10860000.0
Jagatpura,Residential Plot,2783,0,14,2.19,1,9.73,85,13980000.0
Bapu Nagar,Residential Plot,1344,0,19,2.86,3,8.46,83,15630000.0
Ajmer Road,Apartment/Flat,1516,2,6,1.14,5,5.73,37,10380000.0
Bapu Nagar,Independent Villa,1978,5,17,1.95,5,9.23,55,27190000.0
C-Scheme,Apartment/Flat,777,2,11,5.48,4,8.2,36,12300000.0
Ajmer Road,Apartment/Flat,2326,3,10,6.5,4,9.64,54,14080000.0
Shyam Nagar,Penthouse,5087,4,2,11.25,10,8.52,72,46910000.0
Ajmer Road,Residential Plot,4359,0,14,3.54,3,8.71,43,24800000.0
Vaishali Nagar,Penthouse,4310,5,19,4.58,7,8.3,50,36880000.0
Malviya Nagar,Builder Floor,1266,2,7,2.74,7,9.78,75,14340000.0
Vaishali Nagar,Independent Villa,2724,3,7,10.72,5,7.53,56,22750000.0
Shyam Nagar,Independent Villa,3842,3,11,1.25,9,5.92,77,37920000.0
Ajmer Road,Residential Plot,2587,0,3,8.97,3,8.25,65,13550000.0
Raja Park,Builder Floor,2444,2,2,7.83,4,5.6,83,25540000.0
Mansarovar,Independent Villa,2749,5,18,6.19,5,4.26,70,20490000.0
Malviya Nagar,Apartment/Flat,2229,3,11,6.87,3,8.91,70,22710000.0
Vaishali Nagar,Builder Floor,1662,3,17,5.07,3,8.65,95,13630000.0
Vaishali Nagar,Residential Plot,3296,0,9,7.43,2,11.13,45,26100000.0
Raja Park,Builder Floor,1624,1,9,8.17,7,5.2,75,18470000.0
Sitapura,Builder Floor,583,2,1,1.79,6,6.44,97,4210000.0
Bapu Nagar,Builder Floor,1289,3,2,5.34,8,9.06,70,19110000.0
Malviya Nagar,Apartment/Flat,1742,3,18,10.28,5,4.86,79,16260000.0
Pratap Nagar,Residential Plot,1555,0,5,3.07,1,11.62,86,6090000.0
Malviya Nagar,Penthouse,5176,5,18,3.59,10,4.85,93,54200000.0
Ajmer Road,Residential Plot,1298,0,17,1.46,1,10.64,80,5780000.0
Tonk Road,Residential Plot,3971,0,15,11.47,3,7.39,83,25720000.0
Sitapura,Independent Villa,4482,3,8,1.37,9,4.05,35,19570000.0
Malviya Nagar,Builder Floor,1250,1,19,4.15,3,9.67,74,11690000.0
Ajmer Road,Penthouse,4217,5,18,6.81,10,4.78,94,25540000.0
Raja Park,Residential Plot,2317,0,11,4.11,3,10.56,83,24520000.0
Ajmer Road,Penthouse,4142,4,13,9.99,8,5.34,78,25020000.0
Pratap Nagar,Residential Plot,3312,0,6,2.57,1,6.75,76,13330000.0
C-Scheme,Apartment/Flat,2450,3,1,6.97,6,7.3,64,38900000.0
Vaishali Nagar,Apartment/Flat,1115,1,7,7.92,3,4.51,82,9290000.0
Pratap Nagar,Builder Floor,835,2,14,10.88,3,5.84,48,3470000.0
Sitapura,Independent Villa,3099,4,16,10.57,8,8.36,99,11990000.0
Bapu Nagar,Independent Villa,2128,5,9,9.99,6,7.55,71,27410000.0
Bapu Nagar,Builder Floor,1354,2,4,3.75,5,6.03,84,17650000.0
Civil Lines,Builder Floor,622,1,11,1.69,6,6.39,97,9270000.0
Malviya Nagar,Independent Villa,3462,4,6,10.09,8,4.73,83,37970000.0
Civil Lines,Residential Plot,932,0,13,9.49,1,6.93,62,10450000.0
Ajmer Road,Builder Floor,1256,3,15,4.05,3,7.22,65,7800000.0
Vaishali Nagar,Independent Villa,4818,5,14,0.36,8,5.43,87,42700000.0
Shyam Nagar,Independent Villa,2596,5,11,1.37,6,7.62,63,24630000.0
Shyam Nagar,Residential Plot,2288,0,4,7.72,1,13.05,44,15450000.0
Bapu Nagar,Residential Plot,3989,0,0,2.83,3,9.06,62,47180000.0
Kalwar Road,Independent Villa,1576,3,14,5.83,9,8.6,97,7310000.0
Civil Lines,Penthouse,4384,4,6,10.75,7,4.51,98,65300000.0
Vaishali Nagar,Independent Villa,3623,5,16,1.32,9,5.35,46,32200000.0
Pratap Nagar,Residential Plot,4085,0,18,9.24,2,6.61,45,15950000.0
Jagatpura,Builder Floor,941,2,5,6.6,5,5.84,76,5840000.0
Ajmer Road,Apartment/Flat,1183,1,19,1.43,3,8.41,90,6140000.0
C-Scheme,Residential Plot,3285,0,17,2.17,1,10.45,41,44430000.0
Civil Lines,Apartment/Flat,2480,1,19,7.16,3,3.97,60,32130000.0
Ajmer Road,Penthouse,4980,5,15,5.36,8,9.15,97,30180000.0
Ajmer Road,Residential Plot,1315,0,7,8.61,3,12.76,97,6000000.0
Pratap Nagar,Builder Floor,2087,3,18,5.13,5,6.99,66,10530000.0
Jagatpura,Penthouse,3353,5,18,5.41,8,6.09,65,21280000.0
Jagatpura,Independent Villa,4397,3,17,5.42,8,5.01,99,24980000.0
Civil Lines,Residential Plot,2517,0,12,2.4,3,14.28,94,29640000.0
Shyam Nagar,Residential Plot,2945,0,8,8.56,3,9.5,73,20850000.0
C-Scheme,Penthouse,3145,5,2,10.03,9,5.6,59,54030000.0
Kalwar Road,Penthouse,3490,4,15,7.92,9,4.99,64,16040000.0
Ajmer Road,Builder Floor,1905,2,13,4.93,3,8.57,35,10480000.0
Jagatpura,Penthouse,3704,5,4,1.79,8,9.62,76,24810000.0
Pratap Nagar,Apartment/Flat,1711,3,16,0.96,8,5.23,70,9350000.0
Mansarovar,Apartment/Flat,2114,3,15,9.77,7,4.81,82,15080000.0
Tonk Road,Residential Plot,3579,0,5,5.39,1,12.51,56,22400000.0
Vaishali Nagar,Builder Floor,890,1,11,6.3,6,9.79,43,7740000.0
Vaishali Nagar,Residential Plot,1520,0,9,8.48,2,7.38,68,11290000.0
Sitapura,Apartment/Flat,1170,1,3,8.46,8,5.34,45,5150000.0
Raja Park,Builder Floor,913,1,12,2.56,8,3.73,91,11410000.0
Bapu Nagar,Penthouse,5701,4,13,4.7,8,5.56,95,66820000.0
Sitapura,Apartment/Flat,1051,2,11,3.14,4,6.53,47,4330000.0
Vaishali Nagar,Residential Plot,1978,0,0,10.37,2,13.56,61,14670000.0
Mansarovar,Residential Plot,2714,0,19,11.61,1,8.35,72,15400000.0
Kalwar Road,Apartment/Flat,1331,3,6,7.1,7,8.69,37,7210000.0
Ajmer Road,Independent Villa,4891,3,14,11.05,9,9.46,59,26650000.0
Tonk Road,Builder Floor,848,1,18,3.21,6,8.97,52,5780000.0
Tonk Road,Apartment/Flat,528,3,0,8.76,5,7.37,61,5650000.0
Bapu Nagar,Residential Plot,2834,0,11,1.05,3,12.98,36,31110000.0
C-Scheme,Penthouse,5134,5,6,11.01,9,8.9,94,80740000.0
Raja Park,Apartment/Flat,1186,2,2,6.4,7,4.39,46,14450000.0
Shyam Nagar,Residential Plot,3857,0,16,4.64,1,13.06,49,31570000.0
Sitapura,Penthouse,4731,5,1,11.12,10,9.06,91,20900000.0
C-Scheme,Independent Villa,4490,4,3,1.81,8,7.26,59,79410000.0
Raja Park,Independent Villa,2887,5,4,7.64,8,5.53,68,33340000.0
Mansarovar,Penthouse,5972,5,4,6.76,8,7.98,77,42630000.0
Jagatpura,Residential Plot,1647,0,10,10.7,3,8.42,81,6760000.0
Vaishali Nagar,Apartment/Flat,2075,2,14,5.1,4,5.52,93,18040000.0
Tonk Road,Penthouse,3225,5,12,0.62,10,6.25,53,22970000.0
Civil Lines,Residential Plot,2863,0,8,4.1,1,7.47,59,34850000.0
Jagatpura,Residential Plot,3233,0,12,11.63,1,12.32,98,15280000.0
Pratap Nagar,Builder Floor,1676,1,6,9.22,5,5.47,50,7810000.0
Bapu Nagar,Apartment/Flat,1802,2,0,7.17,4,6.57,59,24020000.0
Mansarovar,Builder Floor,2024,1,1,6.89,3,4.01,53,14280000.0
Ajmer Road,Builder Floor,571,2,4,6.92,6,8.69,70,4110000.0
Bapu Nagar,Independent Villa,2754,5,0,8.91,6,4.54,75,33290000.0
Raja Park,Apartment/Flat,1885,2,2,6.01,4,8.44,43,21500000.0
Ajmer Road,Penthouse,5700,4,1,1.42,10,5.77,53,34970000.0
Civil Lines,Residential Plot,2247,0,7,5.63,2,8.66,98,29320000.0
Vaishali Nagar,Penthouse,5288,4,3,6.84,7,8.2,43,48040000.0
Malviya Nagar,Independent Villa,2190,3,19,1.11,8,7.38,58,23910000.0
Civil Lines,Builder Floor,2192,2,7,7.33,3,6.43,79,28720000.0
Pratap Nagar,Residential Plot,1392,0,9,0.62,1,8.23,75,5900000.0
Ajmer Road,Builder Floor,1184,1,7,9.23,4,6.54,55,5980000.0
Kalwar Road,Apartment/Flat,2382,2,2,6.18,6,7.92,53,10510000.0
Malviya Nagar,Builder Floor,1053,1,9,6.84,8,6.25,46,11370000.0
Kalwar Road,Penthouse,4805,4,5,9.59,7,5.74,91,18220000.0
Ajmer Road,Builder Floor,722,2,2,9.4,4,7.59,99,4830000.0
Mansarovar,Independent Villa,3561,4,5,4.36,8,4.4,89,31190000.0
C-Scheme,Penthouse,3333,4,1,7.18,8,7.39,62,57110000.0
Bapu Nagar,Residential Plot,4389,0,12,10.77,2,7.44,74,56740000.0
Raja Park,Independent Villa,3428,5,19,10.95,6,6.69,96,36090000.0
Malviya Nagar,Penthouse,3363,4,19,1.08,9,8.25,85,38800000.0
C-Scheme,Apartment/Flat,1445,1,15,8.13,6,9.53,70,22040000.0
Raja Park,Independent Villa,2100,5,14,10.79,8,8.12,69,25730000.0
Malviya Nagar,Apartment/Flat,1073,2,8,8.82,7,4.07,42,11210000.0
Bapu Nagar,Builder Floor,2287,3,11,4.07,5,5.83,97,27160000.0
Shyam Nagar,Apartment/Flat,895,3,17,2.64,6,3.94,85,8610000.0
Sitapura,Independent Villa,2068,5,4,3.59,7,9.27,39,10590000.0
Tonk Road,Independent Villa,4927,3,13,7.32,9,5.31,41,33330000.0
Tonk Road,Penthouse,3373,5,10,8.25,7,7.98,65,24560000.0
C-Scheme,Apartment/Flat,2407,1,19,6.03,3,6.09,79,37270000.0
Ajmer Road,Residential Plot,3922,0,7,2.23,2,7.36,56,20790000.0
Jagatpura,Residential Plot,1231,0,5,9.77,3,10.47,75,5850000.0
Raja Park,Builder Floor,1712,1,1,1.43,6,4.05,36,21380000.0
Shyam Nagar,Penthouse,5782,4,14,11.39,7,7.26,65,49600000.0
Sitapura,Penthouse,3548,4,2,10.98,8,7.42,53,14730000.0
C-Scheme,Residential Plot,3638,0,16,3.3,1,7.13,78,52880000.0
Jagatpura,Residential Plot,1577,0,18,1.95,2,11.73,93,7000000.0
Kalwar Road,Residential Plot,3203,0,11,8.82,2,13.93,44,11570000.0
Kalwar Road,Penthouse,5261,5,12,4.6,8,4.79,53,23500000.0
C-Scheme,Apartment/Flat,844,1,19,7.02,4,9.21,37,12130000.0
Civil Lines,Residential Plot,3130,0,11,6.02,2,9.5,64,37400000.0
Civil Lines,Apartment/Flat,1781,1,3,2.09,3,8.56,70,22870000.0
Civil Lines,Builder Floor,2459,1,19,6.62,6,4.61,95,31530000.0
Bapu Nagar,Apartment/Flat,1257,3,1,9.9,7,7.82,91,18420000.0
Tonk Road,Builder Floor,990,3,12,11.94,3,7.25,96,6510000.0
Kalwar Road,Builder Floor,1953,2,11,7.7,5,6.56,46,8000000.0
Tonk Road,Penthouse,3942,4,6,6.88,9,5.38,89,28070000.0
Kalwar Road,Residential Plot,3820,0,7,2.27,1,7.92,97,13850000.0
Sitapura,Independent Villa,3180,4,17,11.76,9,7.5,77,12200000.0
Tonk Road,Builder Floor,546,1,13,3.24,5,9.49,37,4150000.0
Kalwar Road,Residential Plot,4394,0,10,2.93,1,10.35,51,16530000.0
Sitapura,Penthouse,3219,4,9,4.69,8,4.21,85,13140000.0
Tonk Road,Residential Plot,1131,0,16,6.32,3,10.69,66,6260000.0
Tonk Road,Apartment/Flat,2165,1,2,9.85,4,5.91,46,14730000.0
Bapu Nagar,Independent Villa,3237,5,10,3.89,9,8.63,76,42370000.0
Bapu Nagar,Residential Plot,2190,0,9,6.88,2,8.51,62,25070000.0
Raja Park,Builder Floor,1237,3,7,11.14,7,5.47,96,14770000.0
Vaishali Nagar,Builder Floor,1150,2,8,2.73,4,8.51,60,9310000.0
Vaishali Nagar,Penthouse,5383,4,15,0.66,7,4.44,77,49080000.0
Vaishali Nagar,Apartment/Flat,2227,1,2,2.04,5,9.22,62,19690000.0
Shyam Nagar,Penthouse,5369,5,0,0.12,7,8.05,47,49340000.0
Civil Lines,Apartment/Flat,1262,3,10,3.11,5,4.52,75,17380000.0
